,TransactionID,TransactionAmount,TimeChange_mins,AccountBalance,Load_and_go_flag,Debit_Balance_ratio,High_amount_for_job,TransactionVelocity_30mins,TransactionType_freq,Channel_freq,CustomerOccupation_freq,CustomerAge_map
15,TX000707,642.54,-339679.48333333334,3143.17,0,0.204424195955039,0,1.0,0.7738853503184714,0.34554140127388533,0.24880573248407642,1
16,TX001648,99.25,67564.63333333333,2570.34,0,0.0,0,1.0,0.22611464968152867,0.3228503184713376,0.23845541401273884,3
17,TX000223,547.87,0.0,6155.76,0,0.08900119562815964,0,1.0,0.7738853503184714,0.33160828025477707,0.23845541401273884,3
18,TX002442,61.62,-30276.816666666666,8365.37,0,0.00736608183499355,0,1.0,0.7738853503184714,0.3228503184713376,0.25119426751592355,3
19,TX002391,136.31,-61938.066666666666,4384.95,0,0.03108587327107493,0,1.0,0.7738853503184714,0.3228503184713376,0.23845541401273884,3
20,TX001820,365.43,215997.13333333333,1073.51,0,0.340406703244497,0,1.0,0.7738853503184714,0.33160828025477707,0.26154458598726116,2
21,TX002328,273.24,323960.13333333336,2202.21,0,0.12407536066042749,0,1.0,0.7738853503184714,0.34554140127388533,0.23845541401273884,1
22,TX000245,40.66,251933.36666666667,1153.84,0,0.03523885460722457,0,1.0,0.7738853503184714,0.34554140127388533,0.23845541401273884,3
23,TX002315,162.59,-404750.11666666664,7104.83,0,0.022884432139826008,0,1.0,0.7738853503184714,0.34554140127388533,0.23845541401273884,3
24,TX000944,377.92,-178491.63333333333,2254.71,0,0.16761357336420205,0,1.0,0.7738853503184714,0.34554140127388533,0.24880573248407642,2
25,TX001792,680.76,-403283.2,572.97,0,1.1881250327242263,0,1.0,0.7738853503184714,0.34554140127388533,0.26154458598726116,2
26,TX000547,420.28,-67699.4,8557.32,0,0.049113507500011686,0,1.0,0.7738853503184714,0.34554140127388533,0.25119426751592355,2
27,TX000760,417.8,57532.816666666666,1518.82,0,0.0,0,1.0,0.22611464968152867,0.34554140127388533,0.26154458598726116,2
28,TX000195,488.54,0.0,7486.63,0,0.06525499457032069,0,1.0,0.7738853503184714,0.34554140127388533,0.24880573248407642,1
29,TX001971,116.89,383032.56666666665,4880.31,0,0.023951347352934544,0,1.0,0.7738853503184714,0.3228503184713376,0.23845541401273884,3
30,TX002083,359.51,14497.4,7153.72,0,0.05025497223822011,0,1.0,0.7738853503184714,0.3228503184713376,0.23845541401273884,3
31,TX001038,107.48,410432.2833333333,591.23,0,0.18179050454137985,0,1.0,0.7738853503184714,0.34554140127388533,0.26154458598726116,2
32,TX000662,158.56,-122337.61666666667,5401.21,0,0.029356384958185294,0,1.0,0.7738853503184714,0.33160828025477707,0.25119426751592355,2
33,TX000216,74.88,0.0,420.67,0,0.17800175909858082,0,1.0,0.7738853503184714,0.33160828025477707,0.26154458598726116,2
34,TX001406,611.15,236144.28333333333,892.83,0,0.6845088090677957,0,1.0,0.7738853503184714,0.33160828025477707,0.26154458598726116,2
35,TX001977,173.13,79174.01666666666,1490.34,0,0.0,0,1.0,0.22611464968152867,0.3228503184713376,0.26154458598726116,0
36,TX000077,162.63,0.0,634.17,0,0.25644543261270636,0,1.0,0.7738853503184714,0.3228503184713376,0.26154458598726116,2
37,TX000839,637.75,60373.21666666667,4202.92,0,0.1517397428454503,0,1.0,0.7738853503184714,0.34554140127388533,0.23845541401273884,3
38,TX000977,466.64,60530.433333333334,10915.11,0,0.04275174505799758,0,1.0,0.7738853503184714,0.33160828025477707,0.25119426751592355,3
39,TX001336,90.88,110891.03333333334,7117.35,0,0.012768797375427651,0,1.0,0.7738853503184714,0.33160828025477707,0.24880573248407642,2
40,TX001579,137.48,10106.0,14273.42,0,0.009631889203848831,0,1.0,0.7738853503184714,0.34554140127388533,0.25119426751592355,1
41,TX002005,76.16,0.0,1072.25,0,0.07102821170435998,0,1.0,0.7738853503184714,0.33160828025477707,0.26154458598726116,2
42,TX002512,243.08,-8635.266666666666,131.25,0,0.0,0,1.0,0.22611464968152867,0.3228503184713376,0.26154458598726116,2
43,TX002048,425.18,-15966.833333333334,5790.55,0,0.0,0,1.0,0.22611464968152867,0.3228503184713376,0.24880573248407642,3
44,TX000868,87.38,-89240.5,1504.99,0,0.058060186446421566,0,1.0,0.7738853503184714,0.34554140127388533,0.26154458598726116,2
45,TX000840,153.59,-338375.15,4813.12,0,0.0,0,1.0,0.22611464968152867,0.34554140127388533,0.23845541401273884,3
46,TX000279,74.85,0.0,2409.73,0,0.03106157121337245,0,1.0,0.7738853503184714,0.33160828025477707,0.23845541401273884,3
47,TX002367,281.91,-187230.71666666667,225.53,0,1.249988915000222,0,1.0,0.7738853503184714,0.34554140127388533,0.26154458598726116,2
48,TX001737,7.56,-201569.66666666666,8528.72,0,0.0008864167190387304,0,1.0,0.7738853503184714,0.33160828025477707,0.25119426751592355,1
49,TX001760,1086.6,151262.01666666666,1605.67,0,0.676726849228048,1,1.0,0.7738853503184714,0.3228503184713376,0.26154458598726116,0
50,TX001168,838.57,-226124.28333333333,14576.47,0,0.05752901765653825,0,1.0,0.7738853503184714,0.33160828025477707,0.25119426751592355,1
51,TX000096,508.68,0.0,7708.41,0,0.0,0,2.0,0.22611464968152867,0.34554140127388533,0.24880573248407642,1
52,TX000180,34.17,213160.88333333333,726.55,0,0.0,0,1.0,0.22611464968152867,0.3228503184713376,0.24880573248407642,1
53,TX000202,11.18,12954.983333333334,5956.89,0,0.0018768182726221232,0,1.0,0.7738853503184714,0.3228503184713376,0.25119426751592355,1
54,TX000694,733.29,-178466.13333333333,10427.0,0,0.07032607653208017,0,1.0,0.7738853503184714,0.33160828025477707,0.25119426751592355,1
55,TX000735,117.55,93472.85,897.94,0,0.13091075127514087,0,1.0,0.7738853503184714,0.33160828025477707,0.26154458598726116,2
56,TX001015,688.36,60476.7,5191.13,0,0.0,0,1.0,0.22611464968152867,0.34554140127388533,0.26154458598726116,2
57,TX000098,25.36,-12944.066666666668,201.04,0,0.12614405093513728,0,1.0,0.7738853503184714,0.33160828025477707,0.24880573248407642,3
58,TX000045,304.31,0.0,868.61,0,0.3503413499729453,0,1.0,0.7738853503184714,0.34554140127388533,0.26154458598726116,2
59,TX002023,537.86,-132510.88333333333,293.06,0,1.8353238244728043,0,1.0,0.7738853503184714,0.3228503184713376,0.26154458598726116,2
60,TX001560,31.53,249163.41666666666,874.93,0,0.03603716868778074,0,1.0,0.7738853503184714,0.3228503184713376,0.26154458598726116,2
61,TX002047,94.82,-403172.35,1267.72,0,0.0,0,1.0,0.22611464968152867,0.34554140127388533,0.23845541401273884,3
62,TX000513,8.65,0.0,10778.35,0,0.0008025347107859737,0,1.0,0.7738853503184714,0.3228503184713376,0.25119426751592355,1
63,TX001153,590.57,-40366.51666666667,3224.6,0,0.1831451963034175,0,1.0,0.7738853503184714,0.33160828025477707,0.23845541401273884,3
64,TX000728,137.49,73425.51666666666,4471.05,0,0.030751165833529038,0,1.0,0.7738853503184714,0.33160828025477707,0.24880573248407642,2
65,TX002152,927.45,200296.2,1161.84,0,0.7982596570956415,1,1.0,0.7738853503184714,0.33160828025477707,0.26154458598726116,2
66,TX001510,308.8,260641.23333333334,3966.54,0,0.07785122550131854,0,1.0,0.7738853503184714,0.33160828025477707,0.23845541401273884,1
67,TX000576,33.46,-365759.9666666667,3641.07,0,0.00918960635197895,0,1.0,0.7738853503184714,0.33160828025477707,0.23845541401273884,3
68,TX001291,427.69,-174302.71666666667,2443.54,0,0.17502885158417705,0,1.0,0.7738853503184714,0.33160828025477707,0.24880573248407642,1
69,TX001010,75.04,-197304.26666666666,9648.6,0,0.007777294115208424,0,1.0,0.7738853503184714,0.33160828025477707,0.24880573248407642,1
70,TX002156,172.92,-120911.25,416.37,0,0.4153036962317169,0,1.0,0.7738853503184714,0.3228503184713376,0.26154458598726116,0
71,TX000107,114.98,0.0,6144.68,0,0.018712121705280013,0,1.0,0.7738853503184714,0.3228503184713376,0.23845541401273884,3
72,TX001980,422.81,341285.2833333333,1929.28,0,0.21915429590313484,0,1.0,0.7738853503184714,0.34554140127388533,0.26154458598726116,2
73,TX000780,138.11,-22999.466666666667,4177.65,0,0.0,0,1.0,0.22611464968152867,0.3228503184713376,0.23845541401273884,3
74,TX000578,246.27,446396.45,7299.86,0,0.03373626343518917,0,1.0,0.7738853503184714,0.3228503184713376,0.25119426751592355,2
75,TX002447,719.76,-362828.7166666667,690.52,0,1.042344899496032,0,1.0,0.7738853503184714,0.34554140127388533,0.26154458598726116,0
76,TX000375,643.22,-108109.98333333334,1035.86,0,0.620952638387427,0,1.0,0.7738853503184714,0.33160828025477707,0.25119426751592355,3
77,TX001234,605.42,-290886.76666666666,392.34,0,1.543100372126217,0,1.0,0.7738853503184714,0.33160828025477707,0.26154458598726116,2
78,TX000520,121.91,77855.33333333333,14510.8,0,0.008401328665545663,0,1.0,0.7738853503184714,0.34554140127388533,0.25119426751592355,3
79,TX000080,174.25,-35977.0,10528.34,0,0.01655056732590323,0,1.0,0.7738853503184714,0.3228503184713376,0.25119426751592355,1
80,TX000657,427.0,50304.61666666667,8253.65,0,0.0,0,1.0,0.22611464968152867,0.34554140127388533,0.24880573248407642,1
81,TX000022,85.77,0.0,9146.19,0,0.009377675294302872,0,1.0,0.7738853503184714,0.34554140127388533,0.25119426751592355,1
82,TX002124,10.3,254928.65,7801.32,0,0.0013202893869242642,0,1.0,0.7738853503184714,0.33160828025477707,0.24880573248407642,1
83,TX000740,346.65,221712.73333333334,6356.96,0,0.05453078200901059,0,1.0,0.7738853503184714,0.3228503184713376,0.24880573248407642,2
84,TX001456,774.48,0.0,11613.58,0,0.06668744693712017,0,1.0,0.7738853503184714,0.34554140127388533,0.25119426751592355,3
85,TX001467,73.35,10101.066666666668,1181.84,0,0.062064238814052666,0,1.0,0.7738853503184714,0.34554140127388533,0.26154458598726116,2
86,TX001620,50.9,-282253.68333333335,1277.7,0,0.0,0,1.0,0.22611464968152867,0.3228503184713376,0.26154458598726116,2
87,TX001562,250.01,342714.43333333335,1541.48,0,0.16218828658172665,0,1.0,0.7738853503184714,0.33160828025477707,0.23845541401273884,3
88,TX001181,50.0,-30137.666666666668,185.87,0,0.0,0,1.0,0.22611464968152867,0.33160828025477707,0.25119426751592355,1
89,TX002335,1105.88,-273675.4,2636.32,0,0.41947866723311283,1,1.0,0.7738853503184714,0.33160828025477707,0.24880573248407642,2
90,TX001135,26.27,0.0,8853.93,0,0.0,0,1.0,0.22611464968152867,0.3228503184713376,0.24880573248407642,1
91,TX001592,314.52,-302421.2833333333,7071.32,0,0.0444782586560925,0,1.0,0.7738853503184714,0.33160828025477707,0.23845541401273884,3
92,TX001969,705.34,253531.21666666667,5003.22,0,0.14097721067632443,0,1.0,0.7738853503184714,0.3228503184713376,0.25119426751592355,3
93,TX001542,69.96,336937.8,164.12,0,0.42627345844504017,0,1.0,0.7738853503184714,0.34554140127388533,0.26154458598726116,2
94,TX001864,103.48,-171503.43333333332,6494.25,0,0.015934095546059977,0,1.0,0.7738853503184714,0.33160828025477707,0.24880573248407642,2
95,TX000952,492.84,0.0,577.67,0,0.8531514532518566,0,1.0,0.7738853503184714,0.33160828025477707,0.26154458598726116,2
96,TX001670,261.63,-262031.93333333332,477.03,0,0.5484560719451607,0,1.0,0.7738853503184714,0.34554140127388533,0.26154458598726116,0
97,TX000971,215.39,161200.51666666666,1582.55,0,0.13610312470380082,0,1.0,0.7738853503184714,0.33160828025477707,0.26154458598726116,2
98,TX001337,60.11,229035.76666666666,7235.87,0,0.0,0,1.0,0.22611464968152867,0.34554140127388533,0.23845541401273884,3
99,TX001498,1228.81,-247662.16666666666,1821.0,0,0.6747995606809445,1,1.0,0.7738853503184714,0.33160828025477707,0.26154458598726116,2
100,TX001802,331.32,151247.88333333333,13054.54,0,0.02537967634248315,0,1.0,0.7738853503184714,0.34554140127388533,0.25119426751592355,3
101,TX000102,98.54,0.0,9383.43,0,0.0,0,1.0,0.22611464968152867,0.3228503184713376,0.26154458598726116,0
102,TX002086,291.46,-67763.31666666667,7142.53,0,0.04080626892711686,0,1.0,0.7738853503184714,0.33160828025477707,0.23845541401273884,3
103,TX001683,41.13,-151222.88333333333,6067.54,0,0.0,0,1.0,0.22611464968152867,0.34554140127388533,0.23845541401273884,3
104,TX002414,489.31,77764.23333333334,5595.22,0,0.08745143175782186,0,1.0,0.7738853503184714,0.34554140127388533,0.24880573248407642,1
105,TX000003,126.29,0.0,1122.35,0,0.11252283155878293,0,1.0,0.7738853503184714,0.3228503184713376,0.26154458598726116,0
106,TX001326,359.65,-322535.2833333333,219.53,0,0.0,0,1.0,0.22611464968152867,0.3228503184713376,0.26154458598726116,2
107,TX001830,91.77,-273506.45,9240.73,0,0.009931033587173307,0,1.0,0.7738853503184714,0.34554140127388533,0.25119426751592355,1
108,TX000404,353.82,-195769.36666666667,705.75,0,0.5013390010626992,0,1.0,0.7738853503184714,0.33160828025477707,0.25119426751592355,1
109,TX002028,28.52,113715.01666666666,662.51,0,0.043048406816500885,0,1.0,0.7738853503184714,0.33160828025477707,0.26154458598726116,0
110,TX000206,288.04,0.0,1748.02,0,0.16478072333268498,0,1.0,0.7738853503184714,0.33160828025477707,0.23845541401273884,3
111,TX001259,603.23,-116591.88333333333,117.98,0,5.112985251737583,0,1.0,0.7738853503184714,0.34554140127388533,0.26154458598726116,2
112,TX001715,589.64,362766.7,2039.4,0,0.2891242522310483,0,1.0,0.7738853503184714,0.3228503184713376,0.23845541401273884,3
113,TX002170,592.24,195834.91666666666,9817.05,0,0.060327695183379944,0,1.0,0.7738853503184714,0.33160828025477707,0.25119426751592355,1
114,TX001139,881.1,312408.11666666664,9951.68,0,0.08853781472073056,0,1.0,0.7738853503184714,0.34554140127388533,0.26154458598726116,2
115,TX001821,263.59,-444974.4166666667,6996.35,0,0.037675359294489265,0,1.0,0.7738853503184714,0.34554140127388533,0.23845541401273884,3
116,TX002112,762.74,-105139.48333333334,207.1,0,3.682955094157412,0,1.0,0.7738853503184714,0.33160828025477707,0.25119426751592355,3
117,TX002126,416.55,4326.983333333334,922.96,0,0.45131966715784,0,1.0,0.7738853503184714,0.3228503184713376,0.24880573248407642,2
118,TX000382,180.24,0.0,8431.23,0,0.021377663757245386,0,1.0,0.7738853503184714,0.34554140127388533,0.24880573248407642,3
119,TX001998,1142.83,247781.31666666668,2467.39,0,0.0,1,1.0,0.22611464968152867,0.34554140127388533,0.23845541401273884,3
120,TX000459,275.92,110984.06666666667,1777.38,0,0.0,0,1.0,0.22611464968152867,0.34554140127388533,0.23845541401273884,3
121,TX001776,486.61,102089.61666666667,2006.69,0,0.0,0,1.0,0.22611464968152867,0.33160828025477707,0.24880573248407642,1
122,TX002149,734.86,312424.61666666664,6242.03,0,0.0,0,1.0,0.22611464968152867,0.34554140127388533,0.24880573248407642,1
123,TX000078,91.53,0.0,14676.05,0,0.006236691752889913,0,1.0,0.7738853503184714,0.34554140127388533,0.25119426751592355,1
124,TX001771,1.82,-191426.03333333333,5571.39,0,0.00032666892822078513,0,1.0,0.7738853503184714,0.3228503184713376,0.23845541401273884,3
125,TX000584,514.33,116634.93333333333,1592.94,0,0.3228809622459101,0,1.0,0.7738853503184714,0.34554140127388533,0.26154458598726116,2
126,TX001053,168.0,119494.53333333334,3498.58,0,0.0,0,1.0,0.22611464968152867,0.34554140127388533,0.24880573248407642,2
127,TX001358,422.9,-95049.36666666667,7616.43,0,0.05552470120515779,0,1.0,0.7738853503184714,0.33160828025477707,0.24880573248407642,1
128,TX000670,126.22,-197258.85,6133.41,0,0.020579090587454614,0,1.0,0.7738853503184714,0.33160828025477707,0.24880573248407642,1
129,TX001959,59.73,-51838.416666666664,800.93,0,0.07457580562595982,0,1.0,0.7738853503184714,0.33160828025477707,0.26154458598726116,2
130,TX001719,191.89,172821.18333333332,399.57,0,0.4802412593538053,0,1.0,0.7738853503184714,0.34554140127388533,0.26154458598726116,2
131,TX000271,196.08,0.0,4233.82,0,0.04631278608915826,0,1.0,0.7738853503184714,0.3228503184713376,0.23845541401273884,3
132,TX000617,254.92,34511.63333333333,2791.12,0,0.0,0,1.0,0.22611464968152867,0.33160828025477707,0.24880573248407642,2
133,TX001471,820.46,-302413.6,5621.86,0,0.0,0,1.0,0.22611464968152867,0.3228503184713376,0.24880573248407642,1
134,TX001041,84.89,0.0,4735.61,0,0.017925884944072677,0,1.0,0.7738853503184714,0.33160828025477707,0.24880573248407642,1
135,TX001308,28.78,110800.88333333333,680.55,0,0.0,0,1.0,0.22611464968152867,0.3228503184713376,0.25119426751592355,1
136,TX002214,423.53,185806.06666666668,5453.4,0,0.0,0,1.0,0.22611464968152867,0.34554140127388533,0.25119426751592355,1
137,TX001387,69.28,120988.33333333333,708.74,0,0.09775093828484352,0,1.0,0.7738853503184714,0.3228503184713376,0.26154458598726116,2
138,TX001807,350.11,-388795.01666666666,4639.04,0,0.0,0,1.0,0.22611464968152867,0.3228503184713376,0.23845541401273884,3
139,TX001064,65.26,0.0,7380.63,0,0.008842063617875439,0,1.0,0.7738853503184714,0.34554140127388533,0.26154458598726116,2
140,TX000283,329.69,-165590.43333333332,1671.66,0,0.0,0,1.0,0.22611464968152867,0.3228503184713376,0.26154458598726116,2
141,TX000638,90.88,60474.316666666666,3908.47,0,0.023252065386199713,0,1.0,0.7738853503184714,0.34554140127388533,0.26154458598726116,0
142,TX000698,278.27,70559.1,6684.34,0,0.041630138502829,0,1.0,0.7738853503184714,0.34554140127388533,0.25119426751592355,2
143,TX000240,66.5,0.0,6820.23,0,0.0,0,1.0,0.22611464968152867,0.3228503184713376,0.24880573248407642,2
144,TX001513,147.46,266410.5,7458.03,0,0.0,0,1.0,0.22611464968152867,0.3228503184713376,0.25119426751592355,3
145,TX001927,39.31,25946.5,1236.38,0,0.03179443213251589,0,1.0,0.7738853503184714,0.3228503184713376,0.26154458598726116,2
146,TX000791,262.06,0.0,13587.52,0,0.01928681613716116,0,1.0,0.7738853503184714,0.34554140127388533,0.25119426751592355,3
147,TX002377,277.02,-10092.433333333332,8586.38,0,0.0,0,1.0,0.22611464968152867,0.33160828025477707,0.25119426751592355,1
148,TX001258,18.46,100819.98333333334,6381.6,0,0.002892691488028081,0,1.0,0.7738853503184714,0.34554140127388533,0.23845541401273884,3
149,TX001438,107.48,0.0,1379.39,0,0.07791850020661306,0,1.0,0.7738853503184714,0.34554140127388533,0.26154458598726116,0
150,TX001580,398.36,201553.7,1863.7,0,0.2137468476686162,0,1.0,0.7738853503184714,0.33160828025477707,0.26154458598726116,2
151,TX002415,1664.33,129619.31666666667,1588.31,0,1.0478621931486927,1,1.0,0.7738853503184714,0.34554140127388533,0.26154458598726116,0
152,TX001220,129.48,-426367.9666666667,7581.7,0,0.0170779640450031,0,1.0,0.7738853503184714,0.33160828025477707,0.24880573248407642,2
153,TX000350,11.18,0.0,7467.3,0,0.0014971944344006533,0,1.0,0.7738853503184714,0.33160828025477707,0.24880573248407642,1
154,TX001860,116.97,224662.18333333332,729.7,0,0.16029875291215567,0,1.0,0.7738853503184714,0.33160828025477707,0.26154458598726116,0
155,TX000411,390.35,303957.3,7095.88,0,0.0,0,1.0,0.22611464968152867,0.33160828025477707,0.25119426751592355,3
156,TX000772,101.19,92161.91666666667,14389.45,0,0.0,0,1.0,0.22611464968152867,0.3228503184713376,0.25119426751592355,3
157,TX002087,1192.95,208897.1,325.15,0,3.6689220359833925,1,1.0,0.7738853503184714,0.34554140127388533,0.26154458598726116,2
158,TX001347,520.86,-273589.51666666666,9200.74,0,0.0,0,1.0,0.22611464968152867,0.3228503184713376,0.24880573248407642,1
159,TX001474,384.41,40344.45,7831.56,0,0.0490847289684303,0,1.0,0.7738853503184714,0.33160828025477707,0.24880573248407642,3
160,TX001920,76.89,-80582.2,7374.26,0,0.010426808927268634,0,1.0,0.7738853503184714,0.33160828025477707,0.25119426751592355,1
161,TX002498,348.17,6.566666666666666,1887.84,0,0.1844277057377744,0,2.0,0.7738853503184714,0.33160828025477707,0.26154458598726116,2
162,TX001785,251.4,-152689.51666666666,2561.67,0,0.09813910456850414,0,1.0,0.7738853503184714,0.33160828025477707,0.23845541401273884,3
163,TX000702,211.1,-58994.85,7059.77,0,0.029901823997099054,0,1.0,0.7738853503184714,0.34554140127388533,0.23845541401273884,3
164,TX000781,456.93,17239.75,7284.76,0,0.0,0,1.0,0.22611464968152867,0.34554140127388533,0.24880573248407642,2
165,TX001616,363.84,266448.18333333335,5415.64,0,0.06718319533794712,0,1.0,0.7738853503184714,0.3228503184713376,0.23845541401273884,3
166,TX000560,356.1,0.0,868.35,0,0.0,0,1.0,0.22611464968152867,0.34554140127388533,0.26154458598726116,2
167,TX002368,239.85,-76474.01666666666,1477.63,0,0.16232074335253072,0,1.0,0.7738853503184714,0.33160828025477707,0.23845541401273884,3
168,TX001137,341.67,-236265.98333333334,1442.29,0,0.2368941059010324,0,1.0,0.7738853503184714,0.34554140127388533,0.23845541401273884,1
169,TX002044,248.76,-251956.43333333332,6178.77,0,0.04026044018469695,0,1.0,0.7738853503184714,0.34554140127388533,0.26154458598726116,2
170,TX000754,1020.73,-95076.33333333333,1119.61,0,0.9116835326586937,1,1.0,0.7738853503184714,0.33160828025477707,0.26154458598726116,2
171,TX001034,43.91,34669.28333333333,1806.68,0,0.024304248677131532,0,1.0,0.7738853503184714,0.3228503184713376,0.26154458598726116,2
172,TX001311,52.23,-142471.63333333333,105.01,0,0.0,0,1.0,0.22611464968152867,0.34554140127388533,0.26154458598726116,2
173,TX000643,467.13,0.0,3914.84,0,0.0,0,1.0,0.22611464968152867,0.34554140127388533,0.23845541401273884,1
174,TX002427,582.17,453584.9166666667,7310.83,0,0.07963117730818525,0,1.0,0.7738853503184714,0.34554140127388533,0.24880573248407642,3
175,TX001161,388.21,414714.55,9724.49,0,0.0,0,1.0,0.22611464968152867,0.34554140127388533,0.25119426751592355,1
176,TX000532,40.57,-444943.68333333335,1476.91,0,0.02746951405298901,0,1.0,0.7738853503184714,0.34554140127388533,0.26154458598726116,2
177,TX002072,63.54,-110842.56666666667,4401.78,0,0.01443506944917738,0,1.0,0.7738853503184714,0.33160828025477707,0.24880573248407642,2
178,TX002247,46.53,44584.53333333333,4468.12,0,0.01041377581622696,0,1.0,0.7738853503184714,0.33160828025477707,0.24880573248407642,1
179,TX000978,397.01,252043.41666666666,719.52,0,0.5517706248610185,0,1.0,0.7738853503184714,0.33160828025477707,0.26154458598726116,2
180,TX002436,305.92,240434.46666666667,1445.47,0,0.2116405044725937,0,1.0,0.7738853503184714,0.33160828025477707,0.23845541401273884,3
181,TX000286,47.42,0.0,8253.52,0,0.005745427405519099,0,1.0,0.7738853503184714,0.33160828025477707,0.25119426751592355,3
182,TX000348,202.11,0.0,746.47,0,0.2707543504762415,0,1.0,0.7738853503184714,0.33160828025477707,0.26154458598726116,2
183,TX001916,95.35,-128209.98333333334,1639.9,0,0.0581437892554424,0,1.0,0.7738853503184714,0.3228503184713376,0.26154458598726116,2
184,TX002061,72.47,119615.4,1305.56,0,0.05550874720426484,0,1.0,0.7738853503184714,0.3228503184713376,0.25119426751592355,2
185,TX000675,637.97,298147.86666666664,7949.03,0,0.0802575911777915,0,1.0,0.7738853503184714,0.34554140127388533,0.23845541401273884,3
186,TX000176,73.23,0.0,787.74,0,0.09296214487013482,0,1.0,0.7738853503184714,0.34554140127388533,0.26154458598726116,2
187,TX000716,78.92,-176952.08333333334,5624.86,0,0.0,0,1.0,0.22611464968152867,0.3228503184713376,0.24880573248407642,3
188,TX001840,813.78,-171276.6,14935.5,0,0.0,0,1.0,0.22611464968152867,0.33160828025477707,0.25119426751592355,1
189,TX002267,171.16,74811.08333333333,6126.5,0,0.027937647922957644,0,1.0,0.7738853503184714,0.3228503184713376,0.23845541401273884,1
190,TX000300,211.18,215956.9,4069.17,0,0.05189756141915919,0,1.0,0.7738853503184714,0.33160828025477707,0.23845541401273884,3
191,TX000878,53.51,191396.83333333334,5773.5,0,0.00926820819260414,0,1.0,0.7738853503184714,0.3228503184713376,0.23845541401273884,3
192,TX000989,471.88,5869.833333333333,14833.34,0,0.0,0,1.0,0.22611464968152867,0.3228503184713376,0.25119426751592355,2
193,TX001590,70.88,-4312.366666666667,1794.65,0,0.0,0,1.0,0.22611464968152867,0.34554140127388533,0.23845541401273884,3
194,TX001296,206.63,54566.65,7626.53,0,0.0,0,1.0,0.22611464968152867,0.3228503184713376,0.23845541401273884,3
195,TX000470,71.95,-224664.1,9267.32,0,0.0,0,1.0,0.22611464968152867,0.3228503184713376,0.24880573248407642,3
196,TX001316,710.43,33147.48333333333,5625.55,0,0.12628631867106327,0,1.0,0.7738853503184714,0.3228503184713376,0.23845541401273884,3
197,TX002237,58.85,-4379.616666666667,1789.8,0,0.0,0,1.0,0.22611464968152867,0.3228503184713376,0.23845541401273884,3
198,TX001814,26.92,102307.68333333333,1674.94,0,0.0160722175122691,0,1.0,0.7738853503184714,0.33160828025477707,0.23845541401273884,3
199,TX000181,740.25,0.0,14464.3,0,0.05117772723187434,0,1.0,0.7738853503184714,0.3228503184713376,0.25119426751592355,1
200,TX000766,79.8,0.0,6372.58,0,0.012522400660329096,0,1.0,0.7738853503184714,0.33160828025477707,0.23845541401273884,3
201,TX002139,173.45,4268.15,9077.62,0,0.019107431242991,0,1.0,0.7738853503184714,0.33160828025477707,0.24880573248407642,2
202,TX002301,301.73,0.0,990.74,0,0.304550134243091,0,1.0,0.7738853503184714,0.3228503184713376,0.25119426751592355,3
